epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,953.428,2.11338,1.99201,2.08815,0.56653,0.49423,0.49931,0.38785,2.18734,2.34118,2.20347,0.000454325,0.000454325,0.000454325
64,968.375,2.10609,1.99021,2.093,0.59025,0.49361,0.50491,0.38889,2.19643,2.33439,2.20939,0.00044925,0.00044925,0.00044925
65,983.205,2.10307,2.00448,2.09439,0.52462,0.52954,0.50615,0.39164,2.19781,2.30402,2.21417,0.000444174,0.000444174,0.000444174
66,998.181,2.08099,1.96002,2.09881,0.49553,0.53542,0.50419,0.38882,2.1727,2.33782,2.19917,0.000439099,0.000439099,0.000439099
67,1012.85,2.08183,1.94839,2.08763,0.60592,0.46263,0.50786,0.38298,2.18309,2.31861,2.20262,0.000434024,0.000434024,0.000434024
68,1027.6,2.05763,1.93805,2.07792,0.51236,0.52431,0.50478,0.38364,2.18281,2.28187,2.19532,0.000428948,0.000428948,0.000428948
69,1042.16,2.09938,1.95551,2.0837,0.57674,0.48002,0.49033,0.37452,2.17863,2.33553,2.20853,0.000423873,0.000423873,0.000423873
70,1057.23,2.05235,1.94925,2.07259,0.6142,0.44906,0.49933,0.38199,2.19479,2.34401,2.20883,0.000418797,0.000418797,0.000418797
71,1071.96,2.04433,1.91391,2.07825,0.49992,0.50292,0.50133,0.38538,2.15685,2.33482,2.20181,0.000413722,0.000413722,0.000413722
72,1086.69,2.06226,1.92454,2.07952,0.51572,0.50009,0.50187,0.38211,2.16164,2.27255,2.20106,0.000408647,0.000408647,0.000408647
73,1101.41,2.06118,1.89674,2.05853,0.55832,0.49882,0.50965,0.39115,2.17294,2.30315,2.20771,0.000403571,0.000403571,0.000403571
74,1116.35,2.03526,1.87313,2.06318,0.55837,0.51011,0.51987,0.39791,2.15722,2.29014,2.19082,0.000398496,0.000398496,0.000398496
75,1131.22,2.03972,1.89038,2.06291,0.56219,0.52575,0.51647,0.39866,2.1623,2.29695,2.19356,0.00039342,0.00039342,0.00039342
76,1146.1,2.06776,1.88611,2.06527,0.63678,0.47028,0.50747,0.38939,2.15488,2.27281,2.19704,0.000388345,0.000388345,0.000388345
77,1160.92,2.01555,1.84329,2.05204,0.51716,0.5149,0.51092,0.39166,2.17998,2.31821,2.21496,0.00038327,0.00038327,0.00038327
78,1175.67,2.00404,1.85209,2.05182,0.51787,0.51899,0.50579,0.38477,2.1757,2.34498,2.21105,0.000378194,0.000378194,0.000378194
79,1190.38,2.00649,1.85342,2.05244,0.65866,0.46877,0.5257,0.40256,2.15429,2.26283,2.20239,0.000373119,0.000373119,0.000373119
80,1205.22,2.00432,1.82765,2.0543,0.57753,0.5027,0.50642,0.38961,2.15266,2.24002,2.19388,0.000368043,0.000368043,0.000368043
81,1220.11,2.00546,1.82728,2.05534,0.57521,0.50879,0.51707,0.39316,2.1736,2.26945,2.20823,0.000362968,0.000362968,0.000362968
82,1234.79,2.00989,1.82841,2.05757,0.56195,0.49414,0.51774,0.39623,2.17109,2.24044,2.19869,0.000357893,0.000357893,0.000357893
83,1249.48,1.99119,1.79362,2.05263,0.60559,0.48602,0.52291,0.39851,2.16578,2.29556,2.2055,0.000352817,0.000352817,0.000352817
84,1264.36,1.97449,1.80301,2.0441,0.59993,0.48241,0.50805,0.38807,2.17209,2.28105,2.20312,0.000347742,0.000347742,0.000347742
85,1279.1,1.98907,1.78582,2.0345,0.63393,0.47795,0.53166,0.40253,2.19311,2.24947,2.21556,0.000342666,0.000342666,0.000342666
86,1293.88,1.97331,1.76227,2.02794,0.61192,0.50456,0.53433,0.412,2.13912,2.22839,2.18707,0.000337591,0.000337591,0.000337591
87,1308.7,1.96166,1.74462,2.02813,0.52524,0.52734,0.52101,0.39058,2.16375,2.2147,2.19588,0.000332516,0.000332516,0.000332516
88,1323.61,1.96655,1.7601,2.035,0.54594,0.50619,0.52609,0.39802,2.15803,2.25094,2.2037,0.00032744,0.00032744,0.00032744
89,1338.58,1.9487,1.75515,2.02758,0.56565,0.5325,0.53016,0.40036,2.1618,2.29283,2.20058,0.000322365,0.000322365,0.000322365
90,1353.11,1.952,1.73977,2.03314,0.60423,0.51933,0.52846,0.40758,2.14743,2.22123,2.19698,0.000317289,0.000317289,0.000317289
91,1367.79,1.93121,1.72008,2.01575,0.58256,0.46896,0.50339,0.38913,2.16224,2.32602,2.2082,0.000312214,0.000312214,0.000312214
92,1382.52,1.9808,1.78122,2.03472,0.57452,0.50226,0.51419,0.39286,2.1612,2.26783,2.2127,0.000307139,0.000307139,0.000307139
93,1397.1,1.93883,1.72772,2.02112,0.58326,0.48055,0.52148,0.39646,2.13348,2.22731,2.19611,0.000302063,0.000302063,0.000302063
94,1411.7,1.93408,1.71663,2.02464,0.51628,0.50991,0.5036,0.3895,2.16009,2.29834,2.21933,0.000296988,0.000296988,0.000296988
95,1426.37,1.95234,1.7238,2.02039,0.52896,0.55431,0.51701,0.3978,2.17894,2.30122,2.21642,0.000291912,0.000291912,0.000291912
96,1441.14,1.93524,1.71134,2.01859,0.63848,0.48403,0.52474,0.40063,2.14565,2.27315,2.20789,0.000286837,0.000286837,0.000286837
97,1455.88,1.91398,1.6781,2.01386,0.59094,0.47523,0.50157,0.38729,2.14969,2.28056,2.21498,0.000281762,0.000281762,0.000281762
98,1470.35,1.91938,1.70283,2.02346,0.55819,0.51719,0.52374,0.40007,2.16189,2.26731,2.21531,0.000276686,0.000276686,0.000276686
99,1484.95,1.89457,1.66483,2.0071,0.6331,0.45263,0.51928,0.40296,2.16702,2.23162,2.20535,0.000271611,0.000271611,0.000271611
100,1499.56,1.90643,1.66211,2.0094,0.56562,0.4758,0.51018,0.39734,2.14167,2.31704,2.19109,0.000266535,0.000266535,0.000266535
101,1514.3,1.91993,1.66644,2.01581,0.58991,0.50283,0.53591,0.41257,2.16046,2.29703,2.2022,0.00026146,0.00026146,0.00026146
102,1528.87,1.92393,1.6631,2.00268,0.6248,0.47849,0.53436,0.40904,2.13726,2.23865,2.20071,0.000256385,0.000256385,0.000256385
103,1543.5,1.9141,1.66057,2.00675,0.61994,0.47212,0.51545,0.39798,2.13058,2.26568,2.18719,0.000251309,0.000251309,0.000251309
104,1558.22,1.91366,1.66805,2.00784,0.54981,0.50518,0.52235,0.40205,2.1286,2.25595,2.18896,0.000246234,0.000246234,0.000246234
105,1572.94,1.89404,1.6497,2.00998,0.58143,0.51581,0.5254,0.40413,2.11876,2.24246,2.19233,0.000241158,0.000241158,0.000241158
106,1587.71,1.87655,1.61832,1.99927,0.60995,0.48486,0.52997,0.40973,2.12335,2.2575,2.18455,0.000236083,0.000236083,0.000236083
107,1602.24,1.8567,1.61548,1.98718,0.58119,0.49541,0.52548,0.40815,2.13014,2.23874,2.19525,0.000231008,0.000231008,0.000231008
108,1616.74,1.86419,1.61529,1.99241,0.5473,0.52592,0.53081,0.40912,2.14006,2.21778,2.19799,0.000225932,0.000225932,0.000225932
109,1631.35,1.87335,1.60853,1.99308,0.62265,0.45335,0.51871,0.40079,2.10792,2.2563,2.17796,0.000220857,0.000220857,0.000220857
110,1645.9,1.86846,1.60734,1.99555,0.61995,0.49952,0.52197,0.40589,2.13433,2.22104,2.18347,0.000215781,0.000215781,0.000215781
111,1660.36,1.84533,1.56941,1.98641,0.64082,0.46373,0.52198,0.40084,2.1438,2.26359,2.19171,0.000210706,0.000210706,0.000210706
112,1674.93,1.85526,1.58325,1.98052,0.55628,0.51974,0.53187,0.41362,2.12235,2.19845,2.17726,0.000205631,0.000205631,0.000205631
113,1689.7,1.83501,1.55733,1.98279,0.59017,0.48811,0.52015,0.39916,2.13579,2.25921,2.18933,0.000200555,0.000200555,0.000200555
114,1704.4,1.89043,1.60837,1.98901,0.57971,0.49597,0.52104,0.40206,2.12912,2.26156,2.18533,0.00019548,0.00019548,0.00019548
115,1719.12,1.85125,1.57467,1.98452,0.61169,0.49852,0.53002,0.40925,2.13168,2.21249,2.18689,0.000190404,0.000190404,0.000190404
116,1734.3,1.8543,1.55821,1.96702,0.63496,0.49675,0.53279,0.40872,2.12069,2.24163,2.17622,0.000185329,0.000185329,0.000185329
117,1749.28,1.85274,1.55781,1.97129,0.56422,0.51048,0.52227,0.4063,2.12152,2.27328,2.17937,0.000180254,0.000180254,0.000180254
118,1764.21,1.81626,1.53062,1.96956,0.60922,0.5081,0.52477,0.40663,2.11629,2.28676,2.17629,0.000175178,0.000175178,0.000175178
119,1778.8,1.80541,1.52189,1.96634,0.53869,0.54025,0.52939,0.41045,2.12781,2.26484,2.19062,0.000170103,0.000170103,0.000170103
120,1793.44,1.81096,1.51899,1.97895,0.62537,0.49485,0.53956,0.41984,2.13906,2.25429,2.19555,0.000165027,0.000165027,0.000165027
121,1808.23,1.81698,1.53325,1.97341,0.54956,0.52571,0.53105,0.41312,2.13497,2.2488,2.19759,0.000159952,0.000159952,0.000159952
122,1823.33,1.81678,1.52812,1.96879,0.60045,0.4917,0.51733,0.40461,2.13367,2.24852,2.20529,0.000154877,0.000154877,0.000154877
123,1838.07,1.82634,1.51673,1.95465,0.58013,0.51061,0.52769,0.41442,2.11578,2.24155,2.19491,0.000149801,0.000149801,0.000149801
124,1852.69,1.78271,1.49994,1.96489,0.61454,0.47775,0.52183,0.4077,2.13486,2.2964,2.20365,0.000144726,0.000144726,0.000144726
125,1867.39,1.81316,1.51366,1.95536,0.54152,0.52531,0.52912,0.41676,2.13191,2.26537,2.19132,0.00013965,0.00013965,0.00013965
126,1882.08,1.81649,1.50767,1.96334,0.59653,0.50223,0.52868,0.4174,2.12876,2.28588,2.19918,0.000134575,0.000134575,0.000134575
127,1896.7,1.8093,1.5227,1.96466,0.65875,0.47116,0.53125,0.41059,2.11531,2.25687,2.189,0.0001295,0.0001295,0.0001295
128,1911.68,1.80353,1.49242,1.96555,0.64454,0.46053,0.52581,0.41198,2.11415,2.27961,2.18536,0.000124424,0.000124424,0.000124424
129,1926.66,1.8158,1.50161,1.96003,0.60393,0.4831,0.52239,0.40896,2.12108,2.24591,2.19766,0.000119349,0.000119349,0.000119349
130,1941.53,1.81181,1.50606,1.94563,0.58098,0.52358,0.5299,0.41584,2.10694,2.25466,2.18645,0.000114273,0.000114273,0.000114273
131,1956.27,1.77349,1.4704,1.945,0.52737,0.50754,0.52532,0.41005,2.10117,2.29315,2.19096,0.000109198,0.000109198,0.000109198
132,1971.22,1.79524,1.47621,1.94281,0.56547,0.50224,0.52313,0.40861,2.10543,2.27209,2.18973,0.000104123,0.000104123,0.000104123
133,1985.78,1.77854,1.47602,1.95071,0.59394,0.50603,0.53768,0.41771,2.10812,2.24479,2.18318,9.90472e-05,9.90472e-05,9.90472e-05
134,2000.32,1.77721,1.44245,1.94326,0.52332,0.5316,0.52809,0.40831,2.11045,2.23519,2.181,9.39718e-05,9.39718e-05,9.39718e-05
135,2015.45,1.78565,1.4721,1.93847,0.54622,0.52644,0.52674,0.41125,2.11058,2.23221,2.18865,8.88964e-05,8.88964e-05,8.88964e-05
136,2030.01,1.74828,1.4389,1.9466,0.52327,0.53929,0.53116,0.41342,2.10352,2.21976,2.18865,8.3821e-05,8.3821e-05,8.3821e-05
137,2044.79,1.77586,1.42248,1.93351,0.54833,0.49941,0.52233,0.40926,2.09607,2.23037,2.18553,7.87456e-05,7.87456e-05,7.87456e-05
138,2059.6,1.75992,1.43929,1.94703,0.6182,0.46872,0.52952,0.41397,2.10225,2.24806,2.18848,7.36702e-05,7.36702e-05,7.36702e-05
139,2074.6,1.76594,1.45084,1.93033,0.54738,0.52446,0.52909,0.41684,2.0986,2.27132,2.18245,6.85948e-05,6.85948e-05,6.85948e-05
140,2089.61,1.76328,1.44035,1.9351,0.58887,0.48504,0.52589,0.41309,2.1124,2.2517,2.19475,6.35194e-05,6.35194e-05,6.35194e-05
141,2105.38,1.64958,1.27657,1.8686,0.55778,0.49688,0.51973,0.40382,2.13565,2.27886,2.22455,5.8444e-05,5.8444e-05,5.8444e-05
142,2119.74,1.60394,1.20448,1.85429,0.60818,0.48427,0.52011,0.40433,2.11882,2.26951,2.20555,5.33686e-05,5.33686e-05,5.33686e-05
143,2134.25,1.59146,1.19973,1.84525,0.58298,0.50007,0.52423,0.40871,2.10822,2.26013,2.20615,4.82932e-05,4.82932e-05,4.82932e-05
144,2148.88,1.56055,1.16202,1.84931,0.60433,0.50872,0.52572,0.40743,2.10328,2.24791,2.19912,4.32178e-05,4.32178e-05,4.32178e-05
145,2163.37,1.57897,1.16709,1.84215,0.60443,0.4931,0.52558,0.41013,2.10783,2.25218,2.19562,3.81424e-05,3.81424e-05,3.81424e-05
146,2177.5,1.57745,1.16563,1.84451,0.6331,0.48168,0.52185,0.40577,2.11166,2.25216,2.20072,3.3067e-05,3.3067e-05,3.3067e-05
147,2191.69,1.56781,1.16988,1.84252,0.67632,0.47655,0.52686,0.40855,2.10194,2.25955,2.1938,2.79916e-05,2.79916e-05,2.79916e-05
148,2205.82,1.57227,1.17617,1.83683,0.58459,0.50813,0.52436,0.40859,2.1012,2.24584,2.19396,2.29162e-05,2.29162e-05,2.29162e-05
149,2220.01,1.57284,1.15676,1.83442,0.59074,0.52606,0.52765,0.41015,2.09715,2.24782,2.19141,1.78408e-05,1.78408e-05,1.78408e-05
150,2234.19,1.54457,1.15051,1.83009,0.65692,0.47982,0.52664,0.41118,2.09735,2.24993,2.19403,1.27654e-05,1.27654e-05,1.27654e-05
