epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,370.621,1.07558,1.09746,1.10729,0.48119,0.51392,0.48387,0.35328,1.09161,1.19274,1.13776,0.000611663,0.000611663,0.000611663
33,381.937,1.0818,1.10422,1.10886,0.51097,0.46705,0.4817,0.3559,1.08481,1.14383,1.12686,0.000606587,0.000606587,0.000606587
34,393.192,1.08114,1.09757,1.1048,0.54817,0.51968,0.51469,0.38132,1.08105,1.10004,1.12555,0.000601512,0.000601512,0.000601512
35,404.481,1.06736,1.07649,1.10029,0.57413,0.4684,0.51431,0.37763,1.10229,1.13679,1.13606,0.000596436,0.000596436,0.000596436
36,415.783,1.05767,1.07027,1.1018,0.51413,0.50249,0.49707,0.36296,1.09345,1.14632,1.12959,0.000591361,0.000591361,0.000591361
37,427.197,1.06306,1.05225,1.09944,0.53098,0.49302,0.50037,0.36242,1.09665,1.13487,1.13773,0.000586286,0.000586286,0.000586286
38,438.582,1.05658,1.06432,1.09939,0.65376,0.44074,0.49606,0.35483,1.11657,1.16936,1.14849,0.00058121,0.00058121,0.00058121
39,450.002,1.04849,1.04808,1.09191,0.69191,0.46557,0.50809,0.36992,1.0919,1.12855,1.12852,0.000576135,0.000576135,0.000576135
40,461.292,1.04816,1.03768,1.0935,0.5299,0.49509,0.49889,0.3586,1.10648,1.14945,1.14047,0.000571059,0.000571059,0.000571059
41,472.528,1.03564,1.03605,1.09724,0.57456,0.47511,0.5,0.36505,1.10202,1.1373,1.13473,0.000565984,0.000565984,0.000565984
42,483.769,1.04314,1.02686,1.08474,0.55661,0.45693,0.49036,0.3554,1.1226,1.14121,1.15378,0.000560909,0.000560909,0.000560909
43,495.051,1.04537,1.01999,1.08898,0.52064,0.51386,0.50669,0.36549,1.09546,1.12249,1.12601,0.000555833,0.000555833,0.000555833
44,506.322,1.03843,1.02066,1.08872,0.53326,0.51495,0.5012,0.36613,1.10011,1.10558,1.12955,0.000550758,0.000550758,0.000550758
45,517.698,1.03246,1.00635,1.08093,0.5477,0.50721,0.50724,0.37449,1.0749,1.10198,1.1144,0.000545682,0.000545682,0.000545682
46,529.103,1.02971,1.01093,1.09192,0.50768,0.51205,0.49508,0.36205,1.1069,1.12757,1.13301,0.000540607,0.000540607,0.000540607
47,540.497,1.01824,0.99765,1.07557,0.47582,0.52682,0.50528,0.37398,1.09135,1.11781,1.1193,0.000535532,0.000535532,0.000535532
48,551.862,1.00835,0.98934,1.07601,0.5271,0.50504,0.51942,0.38392,1.07734,1.09647,1.11368,0.000530456,0.000530456,0.000530456
49,563.227,1.01468,0.98243,1.07193,0.57617,0.50946,0.52246,0.38133,1.09743,1.10206,1.12932,0.000525381,0.000525381,0.000525381
50,574.511,1.02021,0.97861,1.07563,0.59354,0.5048,0.51204,0.38524,1.09305,1.11715,1.12568,0.000520305,0.000520305,0.000520305
51,585.81,1.01825,0.97313,1.07698,0.53171,0.52057,0.51192,0.37475,1.0947,1.10868,1.12479,0.00051523,0.00051523,0.00051523
52,597.196,1.01109,0.98138,1.08034,0.60335,0.48867,0.52417,0.38984,1.08287,1.10962,1.11053,0.000510155,0.000510155,0.000510155
53,608.589,1.0112,0.97173,1.0741,0.66155,0.46576,0.53764,0.39926,1.07999,1.10565,1.12407,0.000505079,0.000505079,0.000505079
54,620.281,1.0041,0.95097,1.07131,0.54925,0.50176,0.5222,0.38752,1.07817,1.09421,1.11623,0.000500004,0.000500004,0.000500004
55,631.555,1.01294,0.94757,1.06447,0.57129,0.51818,0.52306,0.38409,1.10111,1.08826,1.13492,0.000494928,0.000494928,0.000494928
56,643.113,1.00011,0.95016,1.06287,0.5913,0.48246,0.52786,0.38851,1.07834,1.08763,1.12521,0.000489853,0.000489853,0.000489853
57,654.479,1.01195,0.94986,1.06721,0.64332,0.49941,0.53848,0.3939,1.08743,1.1096,1.11872,0.000484778,0.000484778,0.000484778
58,665.924,0.99802,0.93793,1.06041,0.53883,0.53776,0.53467,0.39646,1.06852,1.09141,1.11653,0.000479702,0.000479702,0.000479702
59,677.594,0.99072,0.93408,1.05785,0.66727,0.46513,0.54457,0.39791,1.06474,1.06082,1.11105,0.000474627,0.000474627,0.000474627
60,689.124,0.98446,0.93352,1.06262,0.57119,0.50727,0.52734,0.38703,1.07657,1.08211,1.12314,0.000469551,0.000469551,0.000469551
61,700.573,1.00448,0.93951,1.06201,0.56697,0.51284,0.54441,0.40566,1.0819,1.08386,1.12057,0.000464476,0.000464476,0.000464476
62,712.034,0.99576,0.9343,1.06004,0.56994,0.51649,0.52297,0.39416,1.06576,1.08229,1.11127,0.000459401,0.000459401,0.000459401
63,723.538,0.98776,0.91176,1.05448,0.50618,0.54837,0.52512,0.39254,1.07299,1.07744,1.11423,0.000454325,0.000454325,0.000454325
64,735.23,0.9794,0.91385,1.05425,0.54755,0.55927,0.53883,0.40264,1.06636,1.04422,1.11709,0.00044925,0.00044925,0.00044925
65,746.828,0.97893,0.9139,1.05199,0.62116,0.48496,0.54043,0.39613,1.05952,1.07039,1.10965,0.000444174,0.000444174,0.000444174
66,758.454,0.97931,0.90777,1.05467,0.54768,0.51844,0.5363,0.39432,1.0868,1.07733,1.12678,0.000439099,0.000439099,0.000439099
67,770.069,0.97308,0.90005,1.05347,0.55158,0.52385,0.53356,0.38157,1.07573,1.06461,1.11702,0.000434024,0.000434024,0.000434024
68,781.519,0.9623,0.88755,1.04587,0.60429,0.51078,0.53091,0.39618,1.05423,1.06854,1.10196,0.000428948,0.000428948,0.000428948
69,793.211,0.97386,0.90615,1.05034,0.6331,0.48499,0.52972,0.38862,1.06647,1.06825,1.1143,0.000423873,0.000423873,0.000423873
70,804.753,0.9631,0.89832,1.04798,0.57087,0.50858,0.52597,0.39073,1.05525,1.06331,1.11201,0.000418797,0.000418797,0.000418797
71,816.125,0.96851,0.88938,1.05067,0.51447,0.51744,0.52639,0.38812,1.06079,1.06115,1.11175,0.000413722,0.000413722,0.000413722
72,827.587,0.96559,0.88812,1.04673,0.52493,0.52869,0.51642,0.37739,1.05803,1.08433,1.10889,0.000408647,0.000408647,0.000408647
73,839.095,0.96818,0.87715,1.04126,0.6157,0.50182,0.53642,0.39501,1.055,1.0638,1.11472,0.000403571,0.000403571,0.000403571
74,850.601,0.94814,0.86217,1.04064,0.5742,0.53128,0.53883,0.40317,1.04532,1.04562,1.1061,0.000398496,0.000398496,0.000398496
75,861.987,0.95675,0.88332,1.0423,0.6158,0.48288,0.53309,0.39604,1.05201,1.06197,1.10578,0.00039342,0.00039342,0.00039342
76,873.455,0.96935,0.87717,1.04265,0.57152,0.52469,0.52345,0.38932,1.05689,1.07044,1.10755,0.000388345,0.000388345,0.000388345
77,885.106,0.94701,0.85863,1.03942,0.58205,0.50834,0.54318,0.40216,1.04769,1.05055,1.10368,0.00038327,0.00038327,0.00038327
78,896.756,0.94931,0.85489,1.03836,0.58926,0.47368,0.52725,0.38933,1.058,1.06803,1.10867,0.000378194,0.000378194,0.000378194
79,908.353,0.94779,0.86878,1.03927,0.60408,0.50763,0.53963,0.40078,1.05595,1.04455,1.10714,0.000373119,0.000373119,0.000373119
80,919.734,0.94428,0.84602,1.03582,0.54862,0.50781,0.52209,0.38942,1.05393,1.0829,1.10622,0.000368043,0.000368043,0.000368043
81,931.171,0.94452,0.8568,1.03767,0.60206,0.49239,0.53053,0.39476,1.05623,1.05408,1.10966,0.000362968,0.000362968,0.000362968
82,942.49,0.94549,0.85042,1.03872,0.54957,0.51204,0.52539,0.39329,1.05412,1.05223,1.1094,0.000357893,0.000357893,0.000357893
83,953.831,0.93755,0.84557,1.03933,0.60137,0.49798,0.53127,0.39529,1.04671,1.06065,1.10366,0.000352817,0.000352817,0.000352817
84,965.316,0.92998,0.83863,1.034,0.56482,0.4991,0.52023,0.38981,1.03988,1.05643,1.10067,0.000347742,0.000347742,0.000347742
85,976.648,0.92782,0.8351,1.02696,0.55399,0.50864,0.52361,0.39209,1.04091,1.04112,1.09298,0.000342666,0.000342666,0.000342666
86,987.943,0.92966,0.83282,1.02746,0.54037,0.53288,0.54106,0.40794,1.03244,1.06003,1.0921,0.000337591,0.000337591,0.000337591
87,999.323,0.92696,0.82104,1.03056,0.61821,0.46345,0.52465,0.39482,1.03671,1.03239,1.10157,0.000332516,0.000332516,0.000332516
88,1010.67,0.93277,0.83249,1.03258,0.5386,0.51957,0.52549,0.39508,1.03192,1.03886,1.09434,0.00032744,0.00032744,0.00032744
89,1021.92,0.92029,0.8243,1.02558,0.56867,0.50603,0.52964,0.3912,1.04364,1.08977,1.09599,0.000322365,0.000322365,0.000322365
90,1033.41,0.92488,0.81723,1.02968,0.5301,0.49023,0.523,0.39272,1.04049,1.04336,1.10034,0.000317289,0.000317289,0.000317289
91,1045.07,0.91446,0.80994,1.02135,0.53967,0.51074,0.5295,0.39828,1.04667,1.04901,1.10576,0.000312214,0.000312214,0.000312214
92,1056.69,0.93785,0.84409,1.03344,0.61548,0.51958,0.54776,0.41136,1.04199,1.04388,1.10251,0.000307139,0.000307139,0.000307139
93,1068.28,0.91577,0.81497,1.02204,0.59798,0.49997,0.53405,0.39818,1.0378,1.03321,1.09625,0.000302063,0.000302063,0.000302063
94,1079.94,0.91127,0.80581,1.02248,0.53508,0.54528,0.54119,0.40538,1.04141,1.02911,1.09991,0.000296988,0.000296988,0.000296988
95,1091.56,0.91501,0.80787,1.02455,0.61457,0.48577,0.53138,0.39803,1.04437,1.0434,1.10246,0.000291912,0.000291912,0.000291912
96,1103.17,0.91413,0.81041,1.02257,0.5329,0.49705,0.51975,0.39035,1.04409,1.03403,1.09922,0.000286837,0.000286837,0.000286837
97,1114.63,0.90311,0.79828,1.01851,0.54843,0.50358,0.52398,0.39637,1.05111,1.03694,1.11062,0.000281762,0.000281762,0.000281762
98,1125.93,0.91542,0.80377,1.02669,0.65358,0.47726,0.53684,0.40888,1.04398,1.04303,1.10416,0.000276686,0.000276686,0.000276686
99,1137.35,0.89655,0.78798,1.01613,0.56266,0.52369,0.54515,0.41153,1.0446,1.02993,1.10444,0.000271611,0.000271611,0.000271611
100,1148.85,0.90109,0.78871,1.01915,0.5945,0.49921,0.53745,0.41096,1.03128,1.03639,1.09451,0.000266535,0.000266535,0.000266535
101,1160.37,0.90544,0.79059,1.02315,0.55035,0.52059,0.53874,0.40737,1.05304,1.04397,1.1083,0.00026146,0.00026146,0.00026146
102,1172.03,0.90644,0.78702,1.01523,0.63423,0.48666,0.53364,0.40623,1.04395,1.03408,1.10214,0.000256385,0.000256385,0.000256385
103,1183.51,0.90556,0.79681,1.02046,0.65131,0.45169,0.52407,0.39442,1.03588,1.0287,1.09389,0.000251309,0.000251309,0.000251309
104,1194.92,0.90229,0.79198,1.01572,0.56548,0.49405,0.5397,0.40899,1.03389,1.03503,1.09055,0.000246234,0.000246234,0.000246234
105,1206.17,0.89708,0.78871,1.02207,0.53169,0.51608,0.53441,0.39987,1.03861,1.02903,1.10042,0.000241158,0.000241158,0.000241158
106,1217.41,0.88755,0.76978,1.01253,0.51903,0.5419,0.52534,0.39686,1.03651,1.04678,1.1012,0.000236083,0.000236083,0.000236083
107,1228.87,0.87817,0.76605,1.00622,0.53787,0.5282,0.53116,0.39907,1.03898,1.04742,1.1014,0.000231008,0.000231008,0.000231008
108,1240.15,0.89046,0.76934,1.01065,0.51647,0.54633,0.53811,0.40718,1.04096,1.0289,1.10181,0.000225932,0.000225932,0.000225932
109,1251.49,0.8865,0.77144,1.01099,0.6057,0.48867,0.54357,0.41125,1.03345,1.02934,1.09683,0.000220857,0.000220857,0.000220857
110,1262.86,0.88478,0.77493,1.01087,0.52315,0.55887,0.53623,0.41164,1.02817,1.02213,1.0944,0.000215781,0.000215781,0.000215781
111,1274.16,0.87145,0.75702,1.00894,0.61516,0.50025,0.54279,0.41603,1.02737,1.03231,1.09455,0.000210706,0.000210706,0.000210706
112,1285.43,0.88182,0.76194,1.00619,0.6083,0.49671,0.54269,0.41381,1.02926,1.02492,1.09125,0.000205631,0.000205631,0.000205631
113,1296.69,0.8727,0.75429,1.00801,0.563,0.52123,0.53562,0.40794,1.04219,1.06001,1.10142,0.000200555,0.000200555,0.000200555
114,1307.97,0.89103,0.76513,1.01029,0.56109,0.52066,0.53232,0.40525,1.0306,1.04306,1.09685,0.00019548,0.00019548,0.00019548
115,1319.27,0.87924,0.76436,1.0091,0.60567,0.49728,0.55183,0.42235,1.02373,1.0291,1.08676,0.000190404,0.000190404,0.000190404
116,1330.94,0.87357,0.74446,0.99783,0.57372,0.53044,0.53585,0.4075,1.02191,1.04077,1.08962,0.000185329,0.000185329,0.000185329
117,1342.34,0.88039,0.74837,1.00239,0.54108,0.53111,0.53526,0.40849,1.02488,1.02456,1.09069,0.000180254,0.000180254,0.000180254
118,1353.71,0.8637,0.7393,0.99925,0.5259,0.5457,0.54009,0.4099,1.02493,1.03178,1.08992,0.000175178,0.000175178,0.000175178
119,1364.94,0.8537,0.73579,0.99438,0.59949,0.50695,0.54212,0.41225,1.02362,1.01341,1.09211,0.000170103,0.000170103,0.000170103
120,1376.18,0.86652,0.74495,1.00664,0.59992,0.50654,0.5439,0.41238,1.03488,1.01891,1.09748,0.000165027,0.000165027,0.000165027
121,1387.68,0.86667,0.73718,1.00314,0.60116,0.51962,0.54217,0.41617,1.03357,1.03178,1.09938,0.000159952,0.000159952,0.000159952
122,1399.06,0.86379,0.7394,1.00158,0.55476,0.5516,0.55067,0.42011,1.0207,1.00513,1.08943,0.000154877,0.000154877,0.000154877
123,1410.52,0.86758,0.73511,0.99341,0.52604,0.53554,0.53267,0.4105,1.02056,1.03027,1.09266,0.000149801,0.000149801,0.000149801
124,1422.05,0.84921,0.72658,0.99845,0.55107,0.52396,0.54437,0.41459,1.02508,1.01547,1.09418,0.000144726,0.000144726,0.000144726
125,1433.39,0.8573,0.72708,0.99285,0.58634,0.51456,0.54456,0.41995,1.02026,1.01384,1.08619,0.00013965,0.00013965,0.00013965
126,1444.77,0.86313,0.72801,0.99711,0.54294,0.52284,0.53256,0.40522,1.02854,1.02288,1.09591,0.000134575,0.000134575,0.000134575
127,1456.41,0.85915,0.73118,0.9993,0.56333,0.54321,0.54331,0.41452,1.0232,1.01953,1.09404,0.0001295,0.0001295,0.0001295
128,1467.87,0.86071,0.73244,1.00157,0.63985,0.4902,0.54437,0.41907,1.02092,1.01513,1.0907,0.000124424,0.000124424,0.000124424
129,1479.33,0.85929,0.72608,0.99752,0.55896,0.54972,0.54503,0.41809,1.02849,1.00927,1.09541,0.000119349,0.000119349,0.000119349
130,1490.91,0.86172,0.72237,0.99063,0.54075,0.56097,0.54294,0.41999,1.01876,1.00374,1.09169,0.000114273,0.000114273,0.000114273
131,1502.23,0.84789,0.71685,0.98922,0.52009,0.55072,0.53649,0.41303,1.02121,1.01507,1.09121,0.000109198,0.000109198,0.000109198
132,1513.89,0.85122,0.71211,0.99099,0.54897,0.50513,0.54225,0.41707,1.01884,1.02105,1.09142,0.000104123,0.000104123,0.000104123
133,1525.49,0.84289,0.71176,0.99103,0.57893,0.53456,0.54349,0.41652,1.01614,1.03099,1.08892,9.90472e-05,9.90472e-05,9.90472e-05
134,1537.03,0.85029,0.70385,0.98988,0.54612,0.54463,0.54176,0.41589,1.00947,1.00198,1.08714,9.39718e-05,9.39718e-05,9.39718e-05
135,1548.64,0.85064,0.70957,0.98649,0.60271,0.48897,0.54145,0.41413,1.01383,1.01467,1.08841,8.88964e-05,8.88964e-05,8.88964e-05
136,1560.16,0.83616,0.70487,0.98901,0.53577,0.55075,0.53281,0.41078,1.01936,1.02424,1.09198,8.3821e-05,8.3821e-05,8.3821e-05
137,1571.55,0.84135,0.69662,0.9824,0.57866,0.51045,0.54144,0.41756,1.01341,0.99942,1.08883,7.87456e-05,7.87456e-05,7.87456e-05
138,1582.85,0.8414,0.70392,0.99246,0.52154,0.56443,0.54455,0.41883,1.01499,1.00591,1.08872,7.36702e-05,7.36702e-05,7.36702e-05
139,1594.17,0.84357,0.70458,0.98438,0.52844,0.56716,0.54455,0.41809,1.01459,1.00859,1.08908,6.85948e-05,6.85948e-05,6.85948e-05
140,1605.57,0.8458,0.70411,0.98854,0.57641,0.52752,0.54456,0.42067,1.01177,1.00586,1.08485,6.35194e-05,6.35194e-05,6.35194e-05
141,1617.71,0.81202,0.6657,0.96189,0.56718,0.52418,0.53828,0.40716,1.03332,1.01658,1.10103,5.8444e-05,5.8444e-05,5.8444e-05
142,1628.83,0.7939,0.62866,0.95492,0.56435,0.53196,0.53724,0.41004,1.02892,1.00907,1.10122,5.33686e-05,5.33686e-05,5.33686e-05
143,1639.89,0.78531,0.62027,0.95148,0.59039,0.53857,0.54432,0.41378,1.02372,1.01611,1.09912,4.82932e-05,4.82932e-05,4.82932e-05
144,1650.94,0.77841,0.61085,0.95312,0.53581,0.56682,0.54014,0.41166,1.01983,1.00851,1.09742,4.32178e-05,4.32178e-05,4.32178e-05
145,1662,0.78032,0.61485,0.94987,0.53834,0.55573,0.54205,0.41458,1.01884,1.0047,1.0952,3.81424e-05,3.81424e-05,3.81424e-05
146,1673.05,0.78155,0.61175,0.95167,0.57782,0.52677,0.54063,0.41362,1.01812,1.00324,1.09555,3.3067e-05,3.3067e-05,3.3067e-05
147,1684.09,0.77262,0.60485,0.94801,0.55452,0.53969,0.53862,0.41567,1.01769,1.00634,1.09278,2.79916e-05,2.79916e-05,2.79916e-05
148,1695.16,0.77331,0.60629,0.94474,0.54502,0.54672,0.53727,0.41365,1.0179,1.00729,1.09171,2.29162e-05,2.29162e-05,2.29162e-05
149,1706.19,0.76879,0.59884,0.94354,0.55279,0.5424,0.53708,0.4134,1.01745,1.01268,1.09289,1.78408e-05,1.78408e-05,1.78408e-05
150,1717.22,0.76296,0.59958,0.94143,0.52507,0.5418,0.54069,0.41588,1.01389,1.01199,1.09273,1.27654e-05,1.27654e-05,1.27654e-05
